Respondent.ID,Wave,S0_Sample,Province,Segment,Q20_Bank usage,Q21_Main bank,Q1_Main Bank 1,Q2_NPS Main bank 1,Q2_1_Reason for NPS Main bank 1,Q3_Likelihood to recommend Mobile Banking_Main Bank 1,Q3_1_Reason for likelihood to recommend Mobile Banking_Main Bank 1,Q4_CSAT Product_Main Bank 1,Q5_CSAT Service_Main Bank 1,Q6_CSAT Price & Promotion_Main Bank 1,Q7_CSAT Convenience_Main Bank 1,Q8_CSAT Experience_Main Bank 1,Q9a_R1_Debit Card_Main Bank 1,Q9a_R2_Credit card_Main Bank 1,Q9a_R4_Banca_Main Bank 1,Q9a_R6_Terms deposit_Main Bank 1,Q9a_R7_Bond/Funds_Main Bank 1,Q9a_R8_Secured Loan_Main Bank 1,Q9a_R9_Unsecured Loan/ Overdraft without Collateral_Main Bank 1,Q9a_The lowest rated product's score_Main Bank 1,Q9a_The lowest rated product_Main Bank 1,Q9a_1_Reason for the lowest rated product's CSAT_Main Bank 1,Q9_R1_Branch_Main Bank 1,Q9_R2_Telesales_Main Bank 1,Q9_R3_Call Center_Main Bank 1,Q9_R4_Fanpage_Main Bank 1,Q9_R6_ATM_Main Bank 1,Q9_The lowest rated channel's score_Main Bank 1,Q9_The lowest rated channel_Main Bank 1,Q9_1_Reason for the lowest rated channel's CSAT_Main Bank 1,Q10_Main bank 2,Q11_NPS Main bank 2,Q11_1_Reason for NPS Main bank 2,Q31_Likelihood to recommend Mobile Banking_Main Bank 2,Q31_1_Reason for likelihood to recommend Mobile Banking_Main Bank 2,Q12_CSAT Product_Main Bank 2,Q13_CSAT Service_Main Bank 2,Q14_CSAT Price & Promotion_Main Bank 2,Q15_CSAT Convenience_Main Bank 2,Q16_CSAT Experience_Main Bank 2,Q17a_R1_Debit Card_Main Bank 2,Q17a_R2_Credit card_Main Bank 2,Q17a_R4_Banca_Main Bank 2,Q17a_R6_Terms deposit_Main Bank 2,Q17a_R7_Bond/Funds_Main Bank 2,Q17a_R8_Secured Loan_Main Bank 2,Q17a_R9_Unsecured Loan/ Overdraft without Collateral_Main Bank 2,Q17a_The lowest rated product's score_Main Bank 2,Q17a_The lowest rated product_Main Bank 2,Q17a_1_Reason for the lowest rated product's CSAT_Main Bank 2,Q17_R1_Branch_Main Bank 2,Q17_R2_Telesales_Main Bank 2,Q17_R3_Call Center_Main Bank 2,Q17_R4_Fanpage_Main Bank 2,Q17_R6_ATM_Main Bank 2,Q17_The lowest rated channel's score_Main Bank 2,Q17_The lowest rated channel_Main Bank 2,Q17_1_Reason for the lowest rated channel's CSAT_Main Bank 2,Q18_Brand Awareness,Q18a_Drive customer value by sustainably protecting and growing assets,Q18a.1_The bank provides experienced RMs and product's experts,"Q18a.2_The bank provides innovative, exclusive, investment solutions that ensure a seamless experience",Q18a.3_The bank offers impressive customer loyalty program,"Q18b_Your trusted partner to unlock opportunities in the most flexible and convenient way, empowering you to make the most of life on your own terms",Q18b.1_The bank offers intuitive and user-friendly digital banking services to manage your payments and grow your assets continuously,Q18b.2_The bank opens opportunities through solutions designed specifically for you,Q18b.3_The bank provides flexible customer loyalty program which brings customer satisfaction,Q18c.1_The bank gives me the feeling of safety and trust when using products and services,Q18c.2_The bank offers solution tailored to my needs,Q18c.3_The bank accompanies me to persuade my financial goals,Q18c.4_The bank deliver greater experiences
OUA4K8dhkLHNkfJ4gdEYZT/bXO8A2v9TlayMHWEj+o4=,May'25,Online,Ha Noi,MAF,"BIDV,ACB",BIDV,BIDV,10,DỊCH VỤ KHÁCH HÀNG TỐT,10,MẠNG LƯỚI DIỆN RỘNG,4,5,5,5,5,I do not use this bank product,I do not use this bank product,4,5,I do not use this bank product,I do not use this bank product,I do not use this bank product,4,Banca,"UY TÍN CAO, GIÁ CẢ CẠNH TRANH",4,5,4,5,5,4,Call Center,NHÂN VIÊN CHĂM SÓC NHIỆT TÌNH,None of the above,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ACB,Vietcombank,BIDV",,,,,BIDV,Vietcombank,BIDV,BIDV,BIDV,BIDV,ACB,BIDV
azapsgteX5LwXduKb6EeaTnODLklcmdgrWd2kUBY/Fk=,May'25,Online,Ha Noi,MAF,"MBBank,Techcombank,BIDV",Techcombank,Techcombank,8,"mục thông báo cần có mục riêng, nhiều khi tìm không thấy",9,rất nhanh chóng và uy tín,4,4,4,5,4,4,4,4,5,3,3,3,3,Secured Loan,tôi không quá biết nhiều về chương trình này,5,4,4,4,5,4,Call Center,"nhân viên chỉ ở mức oke, không quá thân thiện",None of the above,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Techcombank,ACB,Vietcombank,BIDV,MBBank,Vietinbank",,,,,Techcombank,ACB,BIDV,Vietcombank,Techcombank,Vietcombank,MB Bank,BIDV
cA/YtKw/BoK2uWFbtyK8S7WPgYKNNTSEjNdkSeQ7mhc=,May'25,Online,Ho Chi Minh,MAF,"Techcombank,Vietcombank",Vietcombank,Vietcombank,10,ngân hàng lớn mạnh có nhiều chi nhánh và atm tiện lợi khi giao dịch.,9,ứng dụng ngân hàng số sáng tạo và tiện dụng,5,4,5,5,5,4,5,5,5,5,4,5,4,Debit,thẻ ghi nợ được chấp nhận thanh toán mọi nơi và nhiều ưu đãi,5,4,5,5,5,4,Telesales,nhân viên tư vấn bán hàng nhiệt tình và chuyên nghiệp,None of the above,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Techcombank,ACB,Vietcombank,BIDV,MBBank,VPBank,MSB,Vietinbank",,,,,Vietcombank,Vietcombank,Vietcombank,Vietcombank,Vietcombank,Vietcombank,Vietcombank,Vietcombank
Uj9JHdOB14XZRERUJriXMeE/l69MxSaCIYnZP9cfvy8=,May'25,Online,Ha Noi,MAF,"Vietcombank,ACB",ACB,ACB,8,"Thương hiệu có danh tiếng tốt, dễ sử dụng",8,"ứng dụng dễ dùng, bảo mật tốt",4,5,4,5,5,4,4,5,4,5,4,5,4,Terms deposit,"lãi suất vừa phải, an toàn",5,4,4,5,4,4,Call Center,"tổng đài hỗ trợ tốt, vấn đề giải quyết nhanh",None of the above,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Techcombank,ACB,Vietcombank,MBBank,Vietinbank",,,,,MB Bank,ACB,ACB,MB Bank,Vietinbank,ACB,ACB,ACB
gjFdDRd/fX496MJ4RUFGHg==,May'25,Offline,Ha Noi,AFF,Techcombank,Techcombank,Techcombank,9,"Dễ nhận biết, nhiều người sử dụng",10,"Có tính năng sinh lời trên app nếu tôi để tiền trong tài khoản, giao diện app dễ nhìn dễ dùng",5,5,5,5,4,I do not use this bank product,4,I do not use this bank product,I do not use this bank product,I do not use this bank product,I do not use this bank product,I do not use this bank product,4,Credit card,Thẻ được miễn phí thường niên,5,4,4,Not use in recent 1 month,Not use in recent 1 month,4,Call Center,Nhân viên nhấc máy nhanh và nhiệt tình hỗ trợ,None of the above,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Techcombank,ACB,Vietcombank,BIDV,MBBank,VPBank,MSB,Vietinbank",Techcombank,Techcombank,Techcombank,Vietcombank,,,,,Techcombank,Techcombank,Techcombank,Techcombank
a0af4310-1425-11f0-9171-3fdd2f925f89,May'25,Online,Ho Chi Minh,MAF,"MBBank,Techcombank,Vietcombank","Techcombank,Vietcombank",Vietcombank,9,Ủy tín bảo mật cao nhân viên thân thiện,9,Dễ sử dụng,4,4,4,5,5,4,4,4,5,3,4,4,3,Bond/Funds,Tôi rất ít sử dụng,5,4,5,4,4,4,ATM,Rút nhanh có ở khắp nơi,Techcombank,9,Tiện dụng bảo mật cao thành toán dễ dàng,9,Nhân viên thân thiện,4,5,4,4,5,4,5,4,5,4,4,4,4,Secured Loan,Thủ tục nhanh gọn,4,5,5,4,4,4,Fanpage,Cập nhật nhanh các thông tin cần thiết,"Techcombank,Vietcombank,BIDV,MBBank,VPBank,Vietinbank",,,,,Techcombank,Techcombank,Vietcombank,Techcombank,Vietcombank,Vietcombank,Vietcombank,Techcombank
iOXVZYpqDNPNXRCMZIeesfWmsfVqsNxpm/uzzj8f8xE=,May'25,Online,Ha Noi,MAF,"Vietcombank,BIDV,MBBank","Vietcombank,BIDV",BIDV,10,RẤT UUY TÍN,10,dễ sử dung,5,5,5,5,5,5,I do not use this bank product,I do not use this bank product,5,5,5,I do not use this bank product,5,Bond/Funds,lãi suốt cao,5,5,5,5,5,5,Fanpage,đa dạng thông tin,Vietcombank,10,uy tín cao,10,nhiều tiện ích,5,5,5,5,5,5,I do not use this bank product,I do not use this bank product,5,I do not use this bank product,I do not use this bank product,I do not use this bank product,5,Terms deposit,an toàn,5,5,5,5,5,5,Branch,thuận tiện,"Techcombank,ACB,Vietcombank,BIDV,MBBank,VPBank,Vietinbank",,,,,Vietcombank,Vietcombank,BIDV,Vietcombank,Vietcombank,Vietcombank,Vietcombank,Vietcombank
938e46e0-2434-11f0-98c8-cfcea53c9dff,May'25,Online,Ho Chi Minh,MAF,"Vietcombank,MBBank,VPBank",Vietcombank,Vietcombank,9,"Ngân hàng nhà nước đáng tin cậy. Giao dịch mượt mà, nhanh chóng. Số lượng cây ATM nhiều.",9,"Ứng dụng dễ sử dụng, bảo mật, không bị lag.",4,4,3,4,4,4,I do not use this bank product,I do not use this bank product,4,I do not use this bank product,I do not use this bank product,I do not use this bank product,4,Debit,Sử dụng rút tiền được tại ATM của các ngân hàng khác,Not use in recent 1 month,Not use in recent 1 month,Not use in recent 1 month,Not use in recent 1 month,4,4,ATM,"Máy ATM mới, hiện đại, rút tiền nhanh, có thể rút thông qua mã QR bằng điện thoại",None of the above,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Techcombank,ACB,Vietcombank,BIDV,MBBank,VPBank,MSB,Vietinbank",,,,,Vietcombank,Vietcombank,Vietcombank,None of above,Vietcombank,Vietcombank,Vietcombank,Vietcombank
P8hFaM8UxRJJEAAwqiyv4VZT2fKu93a6qtR9qhoCqa8=,May'25,Online,Ha Noi,MAF,"BIDV,Techcombank",BIDV,BIDV,10,NGÂN HÀNG UY TÍN,10,ỨNG DỤNG DỄ SỬ DỤNG,5,4,4,5,5,5,I do not use this bank product,4,5,I do not use this bank product,I do not use this bank product,I do not use this bank product,4,Banca,ĐA DẠNG GÓI BẢO HIỂM,4,4,5,5,4,4,ATM,NHIỀU CÂY ATM,None of the above,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Techcombank,ACB,Vietcombank,BIDV,MBBank,VPBank,MSB,Vietinbank",,,,,Vietcombank,Vietinbank,Vietcombank,MB Bank,Techcombank,BIDV,Vietcombank,Vietcombank
HapeihuaaicW6LHiukXkqkhhrd7iXYz1OWJc8ZfkSsQ=,May'25,Online,Ha Noi,MAF,"ACB,BIDV",BIDV,BIDV,10,"đáng tin cậy, an toàn, dịch vụ tốt, nhân viên chăm sóc khách hàng tận tình",10,"ứng dụng mượt mà, không bị lỗi",5,5,5,5,5,5,I do not use this bank product,5,5,I do not use this bank product,5,I do not use this bank product,5,Debit,"miễn phí phát hành thẻ, thanh toán hóa đơn trực tuyến",5,Not use in recent 1 month,5,Not use in recent 1 month,5,5,Call Center,"dịch vụ về thông tin tốt, nhân viên thân thiện",None of the above,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ACB,BIDV,MBBank",,,,,BIDV,BIDV,MB Bank,MB Bank,MB Bank,BIDV,MB Bank,ACB
590/p1TOIKO8rIU6w91dxM0kFB4MfZdwbe1hiOZUWmc=,May'25,Online,Ha Noi,MAF,"BIDV,Vietcombank",BIDV,BIDV,10,là ngân hàng uy tin tren thị trương,10,dễ sử dung,5,5,5,5,5,5,5,5,5,I do not use this bank product,5,I do not use this bank product,5,Banca,"an toàn ,uy tín",5,5,5,4,5,4,Fanpage,là kênh thuận lợi,None of the above,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ACB,Vietcombank,BIDV,MBBank",,,,,BIDV,BIDV,BIDV,BIDV,BIDV,BIDV,BIDV,BIDV
9Fb0M5VovF5hFBPmwvJctg==,May'25,Offline,Ho Chi Minh,AFF,"ACB,BIDV",BIDV,BIDV,9,ngân hàng có lãi suất vay thấp so với các ngân hàng khác .dịch vụ chăm sóc khách hàng tốt nhân viên chuyên nghiệp .,9,"thanh toán hóa đơn điện ,nước ,chi tiêu mua sắm bằng app nhanh .",5,4,5,4,4,4,4,I do not use this bank product,4,I do not use this bank product,I do not use this bank product,I do not use this bank product,4,Credit card,"nhân viên tín dụng thân thiện vui vẻ , thẻ tín dụng dùng để thanh toán mua sắm dễ dàng .",5,Not use in recent 1 month,Not use in recent 1 month,4,Not use in recent 1 month,4,Fanpage,cập nhật về các sản phẩm mới liên tục,None of the above,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Techcombank,ACB,Vietcombank,BIDV,MBBank,VPBank,MSB,Vietinbank",BIDV,BIDV,BIDV,BIDV,,,,,BIDV,BIDV,BIDV,BIDV
qlZ3IKfTUpMP7HRQnNAHxxA0sPUH7ZXI6y2pBLO38VM=,May'25,Online,Ha Noi,MAF,VPBank,VPBank,VPBank,6,app hay bị lỗi,6,app hay bị lỗi,4,4,2,4,3,2,3,1,3,3,2,1,1,Banca,có quá nhiều loại bảo hiểm gây hoang mang,4,3,2,2,3,2,Fanpage,không nhiều thông tin cần thiết,None of the above,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Techcombank,BIDV,VPBank,MSB",,,,,BIDV,BIDV,VPBank,VPBank,Techcombank,Techcombank,Techcombank,BIDV
6uXdRB8xJaTxxVEVz+KZoIQgzroQLiYbZO+4Doo8QJF2TMTHV4ogGJw4GvNEt3uz,May'25,Online,Ho Chi Minh,MAF,BIDV,BIDV,BIDV,8,Dịch vụ tốt,9,Ứng dụng đa nhiệm,4,5,5,4,5,5,4,I do not use this bank product,4,I do not use this bank product,I do not use this bank product,I do not use this bank product,4,Credit card,Giải ngân nhanh,4,Not use in recent 1 month,Not use in recent 1 month,3,4,3,Fanpage,Tôi thấy nó bình thường,None of the above,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Techcombank,ACB,Vietcombank,BIDV,MBBank,Vietinbank",,,,,BIDV,BIDV,BIDV,Vietcombank,BIDV,Vietinbank,BIDV,Techcombank
60615500-20c5-11f0-b7bd-03eb43d23f31,May'25,Online,Ha Noi,MAF,"ACB,Vietcombank,BIDV,Techcombank","ACB,Vietcombank",ACB,9,"giao diện dễ dùng, app đơn giản dễ hiểu",9,dễ sử dụng và dễ dùng,4,4,5,5,5,4,3,4,5,3,4,4,3,Bond/Funds,không có sự nổi bật so với các đơn vị khác,5,4,4,5,5,4,Call Center,đáp ứng được các yêu cầu của người dùng,Vietcombank,9,hiện đại và có bề dày lịch sử,9,"đơn giản, thuận tiện và dễ dùng",5,4,4,5,5,4,5,5,4,4,5,4,4,Bond/Funds,đáp ứng được nhu cầu của khách hàng,4,4,4,5,5,4,Branch,"nhiều pgd, nhân viện nhiệt tình","Techcombank,ACB,Vietcombank,BIDV,VPBank,Vietinbank",,,,,VPBank,Vietinbank,Vietcombank,Vietcombank,Vietcombank,Vietinbank,Vietcombank,ACB
55dd2c40-5d82-11ec-b947-cd58b53014e5,May'25,Online,Ho Chi Minh,MAF,"MBBank,VPBank,Techcombank,ACB","Techcombank,ACB",Techcombank,10,"Không bị lỗi kỹ thuật và có sinh lời tự động, thường xuyên có khuyến mãi",10,"Không bị lỗi kỹ thuật và có đầy đủ chức năng, bật theo dõi sinh lời tự động",5,5,5,3,5,5,5,5,5,3,4,4,3,Bond/Funds,Giá và tư vấn bình thường,3,4,5,4,4,3,Branch,Thật sự ở các tỉnh không có chi nhánh Techcombank,ACB,10,"Hiện đại, không tốn nhiều chi phí, không BỊ lỗi kỹ thuật và thường xuyên có khuyến mãi",10,Hiện đại và không có lỗi kỹ thuật,4,5,5,5,5,5,5,4,5,3,4,4,3,Bond/Funds,Giá cả giao dịch bình thường,5,5,5,5,5,5,Call Center,Có tổng đài 1800 nhung thường bận. Có thể liên lạc được khi gặp sự cố,"Techcombank,ACB,Vietcombank,BIDV,MBBank,VPBank,MSB,Vietinbank",,,,,ACB,ACB,Techcombank,ACB,ACB,Techcombank,Techcombank,Techcombank
566f8720-5d82-11ec-81d2-8fbfb7622b8c,May'25,Online,Ha Noi,MAF,"BIDV,Vietcombank",Vietcombank,Vietcombank,9,"Nhiệt tình, sản phẩm tốt. an toàn, bảo mật",10,"Dễ sử dụng, giao diện đẹp",4,4,4,3,4,4,4,3,4,3,I do not use this bank product,I do not use this bank product,3,Bond/Funds,Tôi biết đến nhưng tôi thấy phần ý tôi chưa hiểu rõ lắm,4,Not use in recent 1 month,4,4,Not use in recent 1 month,4,Fanpage,Tôi thấy ổn,None of the above,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Techcombank,Vietcombank,BIDV,Vietinbank",,,,,Vietcombank,Techcombank,Vietcombank,Vietinbank,Vietcombank,Vietcombank,Vietcombank,Vietcombank
2aIJVT8veludeiWe4yF9cWTL1fxGob69Ku+pBYYlvaSwYDe1diEWWLUQMM3dR5yv,May'25,Online,Ho Chi Minh,MAF,"BIDV,Techcombank",BIDV,BIDV,10,"Nhiều dịch vụ hay hấp dẫn, Nhân viên tư vấn nhiệt",10,Truy cập dễ dàng đầy đủ thông tin,5,5,4,5,4,5,5,4,5,4,4,4,4,Unsecured Loan/ Overdraft without Collateral,Lãi xuất hợp lý thủ tục dễ dàng,5,5,5,5,4,4,ATM,An toàn tiện lợi,None of the above,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Techcombank,ACB,Vietcombank,BIDV,MBBank,VPBank",,,,,BIDV,Vietcombank,Techcombank,BIDV,BIDV,Techcombank,BIDV,BIDV
av7aY8LvuBIl+Qi0rY5xRAREGEIfPiHS0FcloU6emQQ=,May'25,Online,Ho Chi Minh,MAF,"MBBank,VPBank,Techcombank",VPBank,VPBank,10,"nhanh, chưa từng bị gián đoạn, phí hợp lý",10,Các tiện ích trên app rất dễ thao tác và đầy đủ,5,5,5,5,5,I do not use this bank product,5,I do not use this bank product,I do not use this bank product,I do not use this bank product,I do not use this bank product,I do not use this bank product,5,Credit card,Hoàn tiền hấp dẫn,Not use in recent 1 month,Not use in recent 1 month,Not use in recent 1 month,Not use in recent 1 month,5,5,ATM,"Nộp tiền qua máy ATM rất đơn giản, dễ thực hiện và chấp nhận tiền có mệnh giá thấp",None of the above,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Techcombank,ACB,Vietcombank,BIDV,MBBank,VPBank,MSB,Vietinbank",,,,,MB Bank,VPBank,Techcombank,VPBank,VPBank,VPBank,VPBank,VPBank
SoOYBBImKRgntEjEQb0yw+8AeqYbHISC+V418aQkk5dM8lD88YVJWZbqDQPtEA8F,May'25,Online,Ha Noi,MAF,"VPBank,Techcombank,Vietcombank,MBBank","VPBank,Vietcombank",Vietcombank,10,Vì họ có ứng dụng di động ổn định,10,"Ứng dụng di động giao diện trực quan , dễ sử dụng",5,5,5,5,5,5,5,I do not use this bank product,5,I do not use this bank product,I do not use this bank product,I do not use this bank product,5,Terms deposit,"Có lãi suất tốt , tiền gửi hợp lý",Not use in recent 1 month,Not use in recent 1 month,Not use in recent 1 month,5,5,5,Fanpage,Có nhiều thông tin giá trị,VPBank,10,"Dịch vụ tốt , tôi rất hài lòng",10,"Ứng dụng di động ổn định , có nhiều tính năng hay",5,5,5,5,5,5,5,I do not use this bank product,5,I do not use this bank product,I do not use this bank product,5,5,Terms deposit,Tiền gửi có lãi suất cao,Not use in recent 1 month,Not use in recent 1 month,Not use in recent 1 month,5,5,5,Fanpage,Vì có nhiều thông tin hấp dẫn,"Techcombank,Vietcombank,BIDV,MBBank,VPBank",,,,,VPBank,VPBank,VPBank,Vietcombank,VPBank,VPBank,Vietcombank,Vietcombank
ba634ac0-9994-11ee-af38-49bcbb132ddc,May'25,Online,Ho Chi Minh,MAF,BIDV,BIDV,BIDV,10,Giao dịch nhanh chóng. Giao diện rõ ràng dễ thử hiện.,10,Thân thiện với người dùng. Tiện lợi. Nhanh chóng,5,4,4,5,5,I do not use this bank product,4,I do not use this bank product,5,I do not use this bank product,I do not use this bank product,I do not use this bank product,4,Credit card,Hiện đại. Ít khi bị lỗi,5,Not use in recent 1 month,Not use in recent 1 month,Not use in recent 1 month,Not use in recent 1 month,5,Branch,Nhân viên thân thiện. Có chuyên môn cao. Giải quyết vấn đề nhanh chóng,None of the above,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Vietcombank,BIDV,MBBank,Vietinbank",,,,,MB Bank,BIDV,BIDV,MB Bank,MB Bank,BIDV,BIDV,BIDV
FomCXf4kMyQZcjCvFqOfKJHGaTAM683GmpuYA536QVU=,May'25,Online,Ha Noi,MAF,"VPBank,Vietcombank",Vietcombank,Vietcombank,9,"đáng tin cậy, phí thấp",9,"dễ sử dụng, minh bạch",4,4,3,4,4,I do not use this bank product,I do not use this bank product,I do not use this bank product,4,I do not use this bank product,I do not use this bank product,I do not use this bank product,4,Terms deposit,"minh bạch, tiện lợi, dễ sử dụng",Not use in recent 1 month,Not use in recent 1 month,3,Not use in recent 1 month,Not use in recent 1 month,3,Call Center,đặt lịch hẹn có gọi lại đúng hạn,None of the above,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Techcombank,ACB,Vietcombank,BIDV,MBBank,VPBank,MSB,Vietinbank",,,,,VPBank,Vietcombank,None of above,Techcombank,Vietcombank,VPBank,None of above,ACB
t+wjyUKtQxxhzCZMR3pDvvvnM0VimP3pB+lOFhWhlRA=,May'25,Online,Ho Chi Minh,MAF,"Vietcombank,BIDV,MBBank",MBBank,MBBank,10,"MBBank không có phí duy trì tài khoản, cho phép tôi sử dụng số điện thoại để làm số tài khoản mà không tốn một đồng nào.",7,Đó là tốc độ app và sự tương thích. Khi tôi nhấp vào mã mời của người khác thì ứng dụng chỉ load được 20% sau đó dừng lại. Tôi cần phải thử lại rất nhiều lần mới thành công.,5,5,5,4,4,5,5,I do not use this bank product,I do not use this bank product,I do not use this bank product,I do not use this bank product,I do not use this bank product,5,Credit card,"Tôi thấy thẻ tín dụng xài rất tốt, không có vấn đề gì",5,Not use in recent 1 month,Not use in recent 1 month,4,4,4,Fanpage,Trang được thiết kế đẹp mắt,None of the above,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Techcombank,ACB,Vietcombank,BIDV,MBBank,VPBank,MSB,Vietinbank",,,,,BIDV,MB Bank,BIDV,MB Bank,MB Bank,Vietcombank,MB Bank,MB Bank
NmTeKbXSEMWUr7ULHJR/pTz6kNATB7rku6tFCAR9V6o=,May'25,Online,Ha Noi,MAF,"ACB,VPBank",ACB,ACB,9,Một ngân hàng chuyên với các gói sản phẩm tài chính hấp dẫn,9,"Dễ sử dụng, tích hợp đa dịch vụ thanh yoán hấp dẫn",5,5,5,5,5,5,5,5,5,5,5,4,4,Unsecured Loan/ Overdraft without Collateral,"Các sản phẩm linh hoạt, hạn mức sử dung cao, phương thức trả nợ oinh hoạt voiw chi phí thấp",5,5,4,5,5,4,Call Center,"Nhân viên chăm sóc khách hàng chu đáo, chuyên môn, giải thích rõ ràng thắc mắc",None of the above,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Techcombank,ACB,Vietcombank,BIDV,VPBank,Vietinbank",,,,,ACB,ACB,ACB,ACB,ACB,ACB,ACB,ACB
onViRaRPVwwCR+w++1buQlcPE0FA6ZzRwSJZGJYmCCE=,May'25,Online,Ho Chi Minh,MAF,"Techcombank,BIDV","Techcombank,BIDV",BIDV,9,"nhân viên có nhiều kinh nghiệm, các văn phòng đều sạch sẽ và đẹp",10,ứng dụng dễ sử dụng và ít khi bị lỗi,4,4,5,4,5,4,5,4,5,4,4,5,4,Secured Loan,khoản vay với phí thấp và giải ngân nhanh,5,4,4,4,4,4,Fanpage,có hiều thông tin cần biết có sẵn ở trên facebook,Techcombank,10,"nhân viên tốt, các chi phí hợp lí và nguồn tiền mạnh",10,tôi chuyển tiền nhanh và ít khi bị lỗi,5,5,4,5,4,4,5,4,5,5,5,5,4,Debit,thẻ không mất phí làm và phí hàng tháng sử dụng thấp,4,5,5,4,5,4,Fanpage,tôi có thể chat với nhân viên và được trả lời nhanh,"Techcombank,BIDV,MBBank,Vietinbank",,,,,BIDV,Vietinbank,Techcombank,BIDV,BIDV,BIDV,BIDV,Techcombank
G+okfNDcOXsqsFsN7TtCg5WWRc6T3I7nJfukYi0o2TQ=,May'25,Online,Ho Chi Minh,MAF,"Techcombank,ACB,Vietcombank","Techcombank,ACB",Techcombank,9,"Lãi suất ưu đãi, dịch vụ tốt, nhân viên thân thiện nhiệt tình",8,Giao diện thiết kế nên độc đáo và dễ tìm hơn,4,5,5,4,4,4,3,4,3,4,3,4,3,Secured Loan,Thủ tục chưa được nhanh,4,3,4,3,4,3,Fanpage,Trang facebook khá đơn giản,ACB,9,"Nhiều ưu đãi, lãi suất tốt",9,"Giao diện đẹp, mượt",4,5,4,5,4,4,4,4,4,4,4,5,4,Secured Loan,Thủ tục nhanh gọn,5,4,4,5,4,4,Call Center,"Chu đáo, nhiệt tình","Techcombank,ACB,Vietcombank,BIDV,MBBank,VPBank,Vietinbank",,,,,ACB,ACB,Techcombank,ACB,ACB,ACB,Techcombank,ACB
Xd3wc+mIQkfihd7THWSHQz4Mt9Gybpw5svQZ/UVQRm0=,May'25,Online,Ho Chi Minh,MAF,"Techcombank,MBBank",Techcombank,Techcombank,10,đây là ngân hàng quốc dân,10,ứng dụng dễ dùng và nhanh,5,4,5,4,5,5,5,4,5,5,4,5,4,Secured Loan,sản phẩm đa dạng và phí thấp,5,4,5,4,5,4,Fanpage,trang có thiết kế đẹp,None of the above,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Techcombank,ACB,Vietcombank,BIDV,MBBank,Vietinbank",,,,,MB Bank,Techcombank,Techcombank,Techcombank,Techcombank,Techcombank,Techcombank,Techcombank
C1zVV5u3A7xqpwnaqhnZfUjmFdK7kcb65NNG4Q+Ih9I=,May'25,Online,Ha Noi,MAF,"Techcombank,ACB,Vietcombank,BIDV","Techcombank,Vietcombank",Techcombank,9,Ngân hàng hàng đầu về công nghệ,9,Ứng dụng dễ dàng sử dụng,4,5,4,5,5,5,4,5,5,4,4,5,4,Secured Loan,Vay có hợp đồng rõ ràng minh bạch,5,5,4,4,4,4,Fanpage,Trang Facebook tương tác vui vẻ,Vietcombank,10,Có đội ngũ nhân viên chuyên nghiệp,10,Ứng dụng giao dịch nhanh chóng,5,5,4,4,4,5,4,4,4,5,5,5,4,Banca,Bảo hiểm các điều khoản dễ hiểu,5,5,4,4,4,4,Call Center,Nhân viên chăm sóc tận tình,"Techcombank,ACB,Vietcombank,BIDV,Vietinbank",,,,,Vietcombank,Vietinbank,Techcombank,Vietcombank,Vietcombank,Vietinbank,Vietinbank,Techcombank
q+VOaYfQzsmEyeYeIYY188+hBbfzGpulaY5lYzfEnY4=,May'25,Online,Ha Noi,MAF,"BIDV,MBBank,VPBank,Techcombank,ACB,Vietcombank",Techcombank,Techcombank,8,"Giao dịch nhanh chóng, ít bị lỗi, không mất phí hàng tháng",9,Dễ sử dụng,4,4,4,4,5,4,4,4,4,3,4,3,3,Unsecured Loan/ Overdraft without Collateral,Lãi vay cao,5,4,5,5,5,4,Telesales,"Tư vấn tốt, xong hiện có nhiều trang bán",None of the above,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Techcombank,ACB,Vietcombank,BIDV,MBBank,VPBank,Vietinbank",,,,,Techcombank,Techcombank,Techcombank,Vietinbank,MB Bank,Techcombank,Techcombank,Techcombank
